PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,ONDERWIJSSTRUCTUUR,VAKANTIEREGIO
Zuid-Holland,20281,21GU,21GU06,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro - Diamant College",Diamanthorst,183,2592 GD,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,707002400,www.diamantcollege.nl,VBO/MAVO/PRO,Midden
Zuid-Holland,20281,21GU,21GU07,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro - Montaigne Lyceum",Kiekendiefstraat,25,2496 RP,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,153619140,www.montaignelyceum.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,21GU,21GU08,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro - St. Paul",Isabellaland,259,2591 SG,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,707002300,www.collegestpaul.nl,VBO/MAVO,Midden
Zuid-Holland,20281,21GU,21GU09,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro  - Esloo College",Noordpolderkade,167,2516 JE,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,707002500,www.esloocollege.nl,PRO,Midden
Zuid-Holland,20281,21GU,21GU11,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro - Odevaer College",Saffierhorst,105,2592 GK,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,707002000, ,BRUGJAAR,Midden
Zuid-Holland,20281,21GU,21GU12,"Esloo VO voor bijzonder vwo, havo, mavo, vmbo, pro - John Dewey College",Mercuriusweg,1,2516 AW,'S-GRAVENHAGE,S GRAVENHAGE,Overige,707002950,https://johndeweycollege.nl/,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,21HC,21HC00,Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo PrO,Professor Holwerdalaan,54,2672 LD,NAALDWIJK,WESTLAND,Bijzonder,174628961,www.isw.info,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,21HC,21HC01,Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo PrO,Hoge Woerd,2,2671 DG,NAALDWIJK,WESTLAND,Bijzonder,174620943, ,VBO,Midden
Zuid-Holland,20281,21HC,21HC03,Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo PrO,Gasthuislaan,145,2694 BE,'S-GRAVENZANDE,WESTLAND,Bijzonder,174445588,https://gasthuislaan.isw.info/site/nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,21HC,21HC04,Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo PrO,Irenestraat,35,2685 CA,POELDIJK,WESTLAND,Bijzonder,174248205, ,VBO/MAVO,Midden
Zuid-Holland,20281,21HC,21HC08,Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo PrO,Lage Woerd,2,2671 AD,NAALDWIJK,WESTLAND,Bijzonder,174615310,https://westlandpraktijkcollege.isw.info/site/nl,PRO,Midden
Zuid-Holland,20281,21HC,21HC12,Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo PrO,Sweelincklaan,1,2692 BA,'S-GRAVENZANDE,WESTLAND,Bijzonder,174414400,https://sweelincklaan.isw.info/site/nl,VBO/MAVO,Midden
Zuid-Holland,20281,21KM,21KM00,"Praktijkcollege Zoetermeer, voor openbaar praktijkonderwijs",Dr. J. W. Paltelaan,1,2712 RN,ZOETERMEER,ZOETERMEER,Openbaar,793512512,https://praktijkcollegezoetermeer.nl/,PRO,Midden
Zuid-Holland,20281,25GA,25GA00,Lucas Onderwijs Zoetermeer voor openbaar vwo havo mavo vbo lwoo,Paletsingel,38-C,2718 NT,ZOETERMEER,ZOETERMEER,Openbaar,793471700,www.picasso-lyceum.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,25GA,25GA01,Lucas Onderwijs Zoetermeer voor openbaar vwo havo mavo vbo lwoo,Van Doornenplantsoen,1,2722 ZA,ZOETERMEER,ZOETERMEER,Openbaar,793310300,https://motionbeweegcollege.nl/,VBO/MAVO,Midden
Zuid-Holland,20281,31HN,31HN00,Stanislascollege Pijnacker ��� Rijswijk voor bijzonder pro vbo mavo havo vwo,Sportlaan,3-A,2641 AZ,PIJNACKER,PIJNACKER-NOOTDORP,Bijzonder,157506050,https://www.stanislascollege.nl/,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,31HN,31HN01,Stanislascol. Pijnacker-Rijswijk v bijz. pro vbo mavo havo vwo -Beweeg-vmbo/mavo,P.C. Boutenslaan,203,2283 EZ,RIJSWIJK ZH,RIJSWIJK,Bijzonder, , ,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,20281,31HN,31HN02,Stanislascollege Pijnacker ��� Rijswijk voor bijzonder pro vbo mavo havo vwo - PrO,P.C. Boutenslaan,201,2283 EZ,RIJSWIJK ZH,RIJSWIJK,Bijzonder,703940565,www.stanislaspro.nl,VBO/MAVO/PRO,Midden
Zuid-Holland,23155,00JR,00JR00,Scholengemeenschap Spieringshoek voor Gymnasium Atheneum en HAVO,Van der Brugghenlaan,2,3118 LA,SCHIEDAM,SCHIEDAM,Bijzonder,104706422,www.spieringshoek.nl,HAVO/VWO,Midden
Zuid-Holland,24597,02UG,02UG00,Laurens Lyceum voor Vwo en Havo,Voorhout,100,3055 ES,ROTTERDAM,ROTTERDAM,Bijzonder,104180470,www.laurenslyceum.nl,HAVO/VWO,Midden
Zuid-Holland,24597,32DZ,32DZ00,WOW VO voor havo en vwo,Duivenpad,7,3055 VE,ROTTERDAM,ROTTERDAM,Overige,104537500,www.wowvo.nl,HAVO/VWO,Midden
Zuid-Holland,30582,02CI,02CI00,Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula College,Halmaheiraplein,5,3312 GH,DORDRECHT,DORDRECHT,Bijzonder,788905400,www.insulacollege.nl,HAVO/VWO,Midden
Zuid-Holland,30582,02CI,02CI01,Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula,Leerparkpromenade,300,3312 KW,DORDRECHT,DORDRECHT,Bijzonder,788905100,Vmbo.insulacollege.nl,VBO,Midden
Zuid-Holland,30582,02CI,02CI02,Christelijk Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Insula,Koningstraat,294,3319 PH,DORDRECHT,DORDRECHT,Bijzonder,788905200,www.insulacollege.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,30582,27VF,27VF00,Hans Petri School,Anna van Saksenstraat,11,3314 NC,DORDRECHT,DORDRECHT,Bijzonder,786324111,www.hanspetri.nl,PRO,Midden
Zuid-Holland,30783,16QA,16QA00,Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo,Vijzellaan,4,3352 VH,PAPENDRECHT,PAPENDRECHT,Bijzonder,786442020,www.delagewaard.nl,HAVO/VWO,Midden
Zuid-Holland,30783,16QA,16QA01,Christelijke Scholengemeenschap De Lage Waard voor Ath Havo Mavo Vbo Lwoo,Burgemeester Keijzerweg,5,3351 JA,PAPENDRECHT,PAPENDRECHT,Bijzonder,786442020, ,VBO/MAVO,Midden
Zuid-Holland,31028,14RR,14RR00,DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs,Develsingel,5,3333 LD,ZWIJNDRECHT,ZWIJNDRECHT,Bijzonder,786194566,www.develsteincollege.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31028,14RR,14RR01,DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs,Laurensvliet,2-R,3331 HW,ZWIJNDRECHT,ZWIJNDRECHT,Bijzonder,786256100,www.loketzwijndrecht.nl,VBO,Midden
Zuid-Holland,31127,05EA,05EA00,Scheepvaart en Transport College,Lloydstraat,300,3024 EA,ROTTERDAM,ROTTERDAM,Bijzonder,104486000,www.stc-r.nl,VBO,Midden
Zuid-Holland,31127,05EA,05EA14,Scheepvaart en Transport College,Anthony Fokkerweg,4,3088 GG,ROTTERDAM,ROTTERDAM,Bijzonder,883187030,www.stc.nl,VBO,Midden
Zuid-Holland,31127,05EA,05EA16,Scheepvaart en Transport College,Lloydstraat,35,3024 EA,ROTTERDAM,ROTTERDAM,Bijzonder,883187100,www.stc.nl,VBO,Midden
Zuid-Holland,31137,14YD,14YD00,Lentiz onderwijsgroep,Schiedamsedijk,114,3134 KK,VLAARDINGEN,VLAARDINGEN,Bijzonder,104349925,www.lentiz.nl,BRUGJAAR,Midden
Zuid-Holland,31137,14YD,14YD03,Lentiz  Floracollege,Burgemeester Elsenweg,8,2671 DC,NAALDWIJK,WESTLAND,Bijzonder,174671170,www.lentiz.nl/floracollege,VBO/MAVO,Midden
Zuid-Holland,31137,14YD,14YD06,Lentiz VMBO Maasland,Commandeurskade,22,3155 AD,MAASLAND,MIDDEN-DELFLAND,Bijzonder,105910499,"www.lentiz,nl/vmbo-maasland",VBO,Midden
Zuid-Holland,31137,14YD,14YD09,Lentiz Dalton College,Professor Holwerdalaan,60,2672 LD,NAALDWIJK,WESTLAND,Bijzonder,174624710,www.lentiz.nl/daltoncollege/,VBO/MAVO,Midden
Zuid-Holland,31137,14YD,14YD16,Lentiz  Floracollege,Professor Holwerdalaan,60,2672 LD,NAALDWIJK,WESTLAND,Overige, , ,VBO/MAVO,Midden
Zuid-Holland,31137,17WQ,17WQ00,Lentiz onderwijsgroep,Rotterdamseweg,55,3135 PT,VLAARDINGEN,VLAARDINGEN,Bijzonder,104357000,www.lentiz.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31137,17WQ,17WQ05,Lentiz locatie Geuzencollege,Geuzenplein,1,3132 AB,VLAARDINGEN,VLAARDINGEN,Bijzonder,104348555,www.lentiz.nl/geuzencollege/,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31137,17WQ,17WQ06,Lentiz locatie Revius,Reviusplein,8,3141 SV,MAASSLUIS,MAASSLUIS,Bijzonder,105915883,www.lentiz.nl/reviuslyceum,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31137,17WQ,17WQ08,Lentiz VMBO LIFE College,Parallelweg,401,3112 NA,SCHIEDAM,SCHIEDAM,Bijzonder,104735377, ,VBO/MAVO,Midden
Zuid-Holland,31137,17WQ,17WQ11,VMBO Maassluis (Lentiz VMBO Maassluis),Kastanjedal,2,3142 AP,MAASSLUIS,MAASSLUIS,Bijzonder,104349925,www.lentiz.nl,VBO,Midden
Zuid-Holland,31137,17WQ,17WQ15,Lentiz onderwijsgroep,Kastanjedal,2,3142 AP,MAASSLUIS,MAASSLUIS,Bijzonder, , ,VBO/MAVO/HAVO,Midden
Zuid-Holland,31137,17WQ,17WQ16,Lentiz onderwijsgroep,Willem de Zwijgerlaan,230,3136 AX,VLAARDINGEN,VLAARDINGEN,Bijzonder, , ,BRUGJAAR,Midden
Zuid-Holland,31137,31MD,31MD00,Lentiz Revius Lyceum,Reviusplein,8,3141 SV,MAASSLUIS,MAASSLUIS,Bijzonder,105915883,www.lentiz.nl/reviuslyceum,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31137,31MD,31MD01,Lentiz VMBO Maassluis,Kastanjedal,2,3142 AP,MAASSLUIS,MAASSLUIS,Bijzonder, , ,VBO/MAVO,Midden
Zuid-Holland,31137,31MD,31MD02,Lentiz  Geuzencollege,Geuzenplein,1,3132 AB,VLAARDINGEN,VLAARDINGEN,Bijzonder,104348555,www.lentiz.nl/geuzencollege,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,31137,31MD,31MD03,Lentiz Revius mavo,Kastanjedal,2,3142 AP,MAASSLUIS,MAASSLUIS,Bijzonder,105915883,www.lentiz.nl/revius-mavo,VBO/MAVO/HAVO,Midden
Zuid-Holland,33944,02DQ,02DQ00,Christelijk Gymnasium Sorghvliet,Johan de Wittlaan,22,2517 JR,'S-GRAVENHAGE,S GRAVENHAGE,Bijzonder,703451577,www.gymnasium-sorghvliet.nl,VWO,Midden
Zuid-Holland,35647,02LG,02LG00,Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa,Groen van Prinsterersngl,49,2805 TD,GOUDA,GOUDA,Bijzonder,182513822,www.carmelcollegegouda.nl,VBO/MAVO,Midden
Zuid-Holland,35647,02LG,02LG06,Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa- Antoniuscollege,John Mottstraat,2,2806 HP,GOUDA,GOUDA,Bijzonder,812514344,www.carmelcollegegouda.nl,HAVO/VWO,Midden
Zuid-Holland,35647,02LG,02LG08,Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa loc. ISK,Aakwerf,46,2804 MX,GOUDA,GOUDA,Bijzonder,182748313,www.carmelcollegegouda.nl,BRUGJAAR,Midden
Zuid-Holland,35647,02LG,02LG09,Carmelcollege Gouda voor tto gym ath havo mavo vmbo lwoo eoa,Calslaan,100,2804 RT,GOUDA,GOUDA,Overige, , ,VBO/MAVO,Midden
Zuid-Holland,37052,00PJ,00PJ00,Erasmuscollege voor Vwo Havo en Mavo,Van Doornenplantsoen,31,2722 ZA,ZOETERMEER,ZOETERMEER,Bijzonder,793319204,www.erasmuscollege.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40003,14WJ,14WJ00,Het Vlietland College Scholengemeenschap voor Vwo Havo Mavo,Apollolaan,262,2324 BZ,LEIDEN,LEIDEN,Bijzonder,715769243,www.vlietlandcollege.nl,MAVO/HAVO/VWO,Midden
Zuid-Holland,40334,14SF,14SF00,Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro,Kanaalstraat,31,2801 SH,GOUDA,GOUDA,Bijzonder,182516077,www.degoudsewaarden.nl,VBO/MAVO,Midden
Zuid-Holland,40334,14SF,14SF01,Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro,Heemskerkstraat,105,2805 SN,GOUDA,GOUDA,Bijzonder,182573000,www.degoudsewaarden.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40334,30FF,30FF00,Praktijkschool De Goudse Waarden,H.J. Nederhorststraat,2,2801 SC,GOUDA,GOUDA,Bijzonder,182516077, ,PRO,Midden
Zuid-Holland,40356,08VU,08VU00,Christelijke Scholengemeenschap Willem van Oranje voor ATH HAVO MAVO,Randweg,2,3263 RA,OUD-BEIJERLAND,HOEKSCHE WAARD,Bijzonder,186634343,www.dewillem.nl,MAVO/HAVO/VWO,Midden
Zuid-Holland,40356,08VU,08VU02,Christelijke Scholengemeenschap Willem van Oranje voor ATH HAVO MAVO,Polderlaan,2,3261 ZA,OUD-BEIJERLAND,HOEKSCHE WAARD,Bijzonder, , ,MAVO,Midden
Zuid-Holland,40377,20BC,20BC00,Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo,Parkdreef,282,2724 EZ,ZOETERMEER,ZOETERMEER,Bijzonder,793208830,www.onc.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40377,20BC,20BC01,Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo,Clauslaan,4,2713 VN,ZOETERMEER,ZOETERMEER,Bijzonder,793318043, ,VBO/MAVO,Midden
Zuid-Holland,40530,04DF,04DF00,"Ashram College KSG voor vwo, havo, mavo en vbo",Marsdiep,293,2401 XH,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Bijzonder,172430234,www.ashramcollege.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40530,04DF,04DF01,"Ashram College KSG voor vwo, havo, mavo en vbo locatie Nieuwkoop",Achterweg,1,2421 EB,NIEUWKOOP,NIEUWKOOP,Bijzonder,172579216,www.ashramcollege.nl,VBO/MAVO,Midden
Zuid-Holland,40530,15BH,15BH00,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo",Prinses Beatrixlaan,4,2404 XC,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Bijzonder,172449500,www.groenehartscholen.nl,VBO/MAVO,Midden
Zuid-Holland,40530,15BH,15BH01,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo vest. Lyceum",Tolstraat,11,2405 VS,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Bijzonder,172449510, ,HAVO/VWO,Midden
Zuid-Holland,40530,15BH,15BH04,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo vest. Rijnwoude",Sportparklaan,4,2391 AX,HAZERSWOUDE-DORP,ALPHEN AAN DEN RIJN,Bijzonder,172589765, ,VBO/MAVO,Midden
Zuid-Holland,40530,15BH,15BH05,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo vest. Topmavo",Tolstraat,9,2405 VS,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Bijzonder,172449500, ,VBO/MAVO,Midden
Zuid-Holland,40530,15BH,15BH08,"Chr. SGM Groene Hart voor vwo, havo, mavo, vbo Marsdiep dependance",Marsdiep,291,2401 XH,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Overige, , ,HAVO/VWO,Midden
Zuid-Holland,40530,26LR,26LR00,Groene Hart Praktijkschool,Anna van Burenlaan,15,2404 GA,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Bijzonder,172473175,www.groenehartpraktijkschool.nl,PRO,Midden
Zuid-Holland,40700,25GD,25GD00,Andreas College Christelijke Scholengemeenschap voor VWO Havo Vmbo,Louise de Colignylaan,2,2224 VT,KATWIJK ZH,KATWIJK,Bijzonder,714013128,www.vakcollegerijnmond.nl,VBO,Midden
Zuid-Holland,40700,25GD,25GD01,Andreas College Christelijke Scholengemeenschap voor Vwo Havo Vmbo,Helmbergweg,10,2221 SZ,KATWIJK ZH,KATWIJK,Bijzonder,714024201,www.pietergroen.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40700,26HN,26HN00,Limes Praktijkonderwijs,Louise de Colignylaan,5,2224 VT,KATWIJK ZH,KATWIJK,Bijzonder,714029990,www.limes-katwijk.nl,PRO,Midden
Zuid-Holland,40784,00PG,00PG00,"Scholengroep Driestar-Wartburg - Guido de Br���s, Vwo, Havo, Mavo, Vbo, LWOO, Pro",Smeetslandseweg,127,3079 CR,ROTTERDAM,ROTTERDAM,Bijzonder,102923900,www.driestarwartburg.nl/guido-de-bres,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40784,00PG,00PG02,"Scholengroep Driestar-Wartburg Beroepencollege De Swaef, Vmbo",Carnissesingel,20,3084 NA,ROTTERDAM,ROTTERDAM,Bijzonder,104801422,www.driestarwartburg.nl/beroepencollege-deswaef,VBO/MAVO,Midden
Zuid-Holland,40784,00PG,00PG03,"Scholengroep Driestar-Wartburg - Revius, vwo, havo, vmbo",President Rooseveltweg,11,3068 TR,ROTTERDAM,ROTTERDAM,Bijzonder,102866000,www.driestarwartburg.nl/revius,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40784,00PG,00PG04,"Scholengroep Driestar-Wartburg - Marnix, vwo, havo, vmbo, pro",Prof. Waterinklaan,41,3312 KM,DORDRECHT,DORDRECHT,Bijzonder,786392800,www.driestarwartburg.nl/marnix,VBO/MAVO/PRO,Midden
Zuid-Holland,40784,00PG,00PG08,"Scholengroep Driestar-Wartburg - De Burcht, cluster 4 rebound",Carnissesingel,24,3084 NA,ROTTERDAM,ROTTERDAM,Bijzonder,104933520,www.driestarwartburg.nl/de-burcht,BRUGJAAR,Midden
Zuid-Holland,40784,02EA,02EA00,"Scholengroep Driestar-Wartburg - Driestar Gouda B���ta, vwo, havo, vmbo, pro",Ronsseplein,1,2803 ZV,GOUDA,GOUDA,Bijzonder,182691691,www.driestarwartburg.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40784,02EA,02EA02,"Scholengroep Driestar-Wartburg - Driestar Lekkerkerk, VWO, Havo, Vmbo",Berlagestraat,2,2941 GC,LEKKERKERK,KRIMPENERWAARD,Bijzonder,180446999,www.driestarwartburg.nl/driestar-lekkerkerk,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40784,02EA,02EA03,"Scholengroep Driestar-Wartburg - Driestar Leiden, VWO, Havo, Vmbo",Vennemeerstraat,5,2334 DE,LEIDEN,LEIDEN,Bijzonder,715191333,www.driestarwartburg.nl/driestar-leiden,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40784,02EA,02EA05,"Scholengroep Driestar - Wartburg - Gouda Gamma, vwo, havo, vmbo, pro",Ronsseplein,4,2803 ZV,GOUDA,GOUDA,Bijzonder,182691691,www.driestarwartburg.nl/driestar-gouda-provmbo,VBO/PRO,Midden
Zuid-Holland,40784,02EA,02EA06,"Scholengroep Driestar-Wartburg - Driestar Gouda Z���ta, havo-vwo",Bleulandweg,492,2803 HS,GOUDA,GOUDA,Bijzonder,182691691,https://www.driestarwartburg.nl/driestar-gouda-havo,HAVO/VWO,Midden
Zuid-Holland,40784,02EA,02EA07,"Scholengroep Driestar-Wartburg - Driestar Gouda Alfa, vwo, havo, mavo, vbo",Ronsseplein,3,2803 ZV,GOUDA,GOUDA,Overige,182691691,https://www.driestarwartburg.nl/driestar-gouda-provmbo/,VBO/MAVO,Midden
Zuid-Holland,40784,02EA,02EA08,"Scholengroep Driestar - Wartburg - Driestar Gouda Delta, vwo, havo, vmbo, pro",Ronsseweg,561,2803 ZK,GOUDA,GOUDA,Overige,182691691,https://www.driestarwartburg.nl/driestar-gouda-provmbo/,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,40928,26MJ,26MJ00,Laurentius Praktijkschool,Kappeyne vd Coppellostr,28,2613 XP,DELFT,DELFT,Bijzonder,152146523,www.depraktijkschool.nl,PRO,Midden
Zuid-Holland,41071,02VG,02VG00,Unie Noord,Pieter de Hoochstraat,29,3024 CP,ROTTERDAM,ROTTERDAM,Bijzonder,102443300,www.theaterhavovwo.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,41071,02VG,02VG01,Unie Noord- locatie Max Kolbe,Baljuwstraat,2,3039 AK,ROTTERDAM,ROTTERDAM,Bijzonder,104366766, ,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG03,Unie Noord-Codarts Lyceum,Kruisplein,26,3012 CC,ROTTERDAM,ROTTERDAM,Bijzonder,102171100,www.hmd.nl,HAVO/VWO,Midden
Zuid-Holland,41071,02VG,02VG04,Unie Noord- locatie Mavo Centraal,Stationssingel,70,3033 HJ,ROTTERDAM,ROTTERDAM,Bijzonder,104651583,www.mavocentraal.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG05,Unie Noord- locatie Experience College,Spaanseweg,101,3028 HW,ROTTERDAM,ROTTERDAM,Bijzonder,104371600,www.Xcollege.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG08,Unie Noord- locatie Rotterdam Design College,Beukelsdijk,145,3022 DC,ROTTERDAM,ROTTERDAM,Bijzonder,104771944,www.rotterdamdesigncollege.nl,VBO/MAVO/HAVO,Midden
Zuid-Holland,41071,02VG,02VG10,Unie Noord - locatie RDC-ISK,Westzeedijk,497,3024 EL,ROTTERDAM,ROTTERDAM,Bijzonder,107527100,www.rotterdamdesigncollege.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG11,Unie Noord- locatie Horeca Vakschool Rotterdam,Noordsingel,72,3032 BG,ROTTERDAM,ROTTERDAM,Bijzonder,104655055,www.hvsr.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG14,Unie Noord- locatie Montessori Mavo Rotterdam,Walenburgerweg,35-B,3039 AC,ROTTERDAM,ROTTERDAM,Bijzonder,104657438,www.montessorimavoRotterdam.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG15,Unie Noord- locatie De TooropMavo,Tooroplaan,8,3055 VG,ROTTERDAM,ROTTERDAM,Bijzonder,104227623,www.detooropmavo.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG17,Unie Noord-MEX010 - D��� mavo voor Expressie,Mathenesserdijk,455,3026 GH,ROTTERDAM,ROTTERDAM,Bijzonder,107527101,www.mex010.nl,VBO/MAVO,Midden
Zuid-Holland,41071,02VG,02VG21,Unie Noord- Theaterhavo/vwo,Pieter de Hoochweg,222,3024 BJ,ROTTERDAM,ROTTERDAM,Bijzonder,102443300,www.theaterhavovwo.nl,HAVO/VWO,Midden
Zuid-Holland,41071,02VG,02VG22,Unie Noord - locatie Lyceum Kralingen,Witte Hertstraat,1,3061 CT,ROTTERDAM,ROTTERDAM,Bijzonder,104111545,www.lyceumkralingen.nl,HAVO/VWO,Midden
Zuid-Holland,41071,02VG,02VG25,Unie Noord - locatie Vak College Hillegersberg,Argonautenweg,13,3054 RP,ROTTERDAM,ROTTERDAM,Bijzonder,107527175,www.vakcollegehillegersberg.nl,VBO,Midden
Zuid-Holland,41071,05XJ,05XJ00,Het Lyceum Rotterdam voor Vwo en Havo,Beukelsdijk,91,3021 AE,ROTTERDAM,ROTTERDAM,Bijzonder,104770033,www.hetlyceumrotterdam.nl,HAVO/VWO,Midden
Zuid-Holland,41071,17KY,17KY00,Roncalli MAVO,Tattistraat,3,3066 CE,ROTTERDAM,ROTTERDAM,Bijzonder,104205693,www.roncallimavo.nl,MAVO,Midden
Zuid-Holland,41071,17YF,17YF00,Het Zuiderpark College voor Mavo Vbo en Lwoo,Montessoriweg,26,3083 AN,ROTTERDAM,ROTTERDAM,Bijzonder,104848400,www.zuiderpark.nl,VBO/MAVO,Midden
Zuid-Holland,41071,17YF,17YF02,"Het Zuiderpark College voor Mavo Vbo en Lwoo, locatie Young Rotterdam vmbo",Maashavenweg,14,3072 AZ,ROTTERDAM,ROTTERDAM,Bijzonder,104293488,www.youngbusinessschool.nl,VBO/MAVO,Midden
Zuid-Holland,41071,23YU,23YU00,Nova College,Veenoord,15,3079 NH,ROTTERDAM,ROTTERDAM,Bijzonder,104832344,www.lmc-vmbozuid.nl,VBO/MAVO,Midden
Zuid-Holland,41071,23YU,23YU01,Nova College - locatie Zuidrand School for Sport & Lifestyle,Beumershoek,3,3085 EA,ROTTERDAM,ROTTERDAM,Bijzonder,104810870,www.zuidrand.nl,VBO/MAVO,Midden
Zuid-Holland,41071,23YU,23YU02,Nova College - locatie Montfort College,Montessoriweg,14,3083 AN,ROTTERDAM,ROTTERDAM,Bijzonder,104855277,www.montfortcollege.nl,VBO/MAVO/HAVO/VWO,Midden
Zuid-Holland,41071,23YU,23YU08,Nova College - Locatie Dalton Rotterdam Palmentuin,Palmentuin,77-79,3078 KJ,ROTTERDAM,ROTTERDAM,Bijzonder,104824966,www.daltonrotterdam.nl,VBO/MAVO,Midden
Zuid-Holland,41071,29VW,29VW00,Het Praktijkcollege Charlois,Talingstraat,170,3082 MH,ROTTERDAM,ROTTERDAM,Bijzonder,104294946,www.hpc-charlois.nl,PRO,Midden
Zuid-Holland,41071,29VX,29VX00,Het Praktijkcollege Zuidwijk,Schere,47,3085 DT,ROTTERDAM,ROTTERDAM,Bijzonder,102974580,www.hpc-zuidwijk.nl,PRO,Midden
Zuid-Holland,41071,29VZ,29VZ00,Het Praktijkcollege Centrum,Schietbaanstraat,26,3014 ZX,ROTTERDAM,ROTTERDAM,Bijzonder,104362821,www.hpc-centrum.nl,PRO,Midden
