PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,VAKANTIEREGIO
Friesland,41000,06QB,06QB00,St Ludgerusschool,Weverswei,4-A,8711 GP,WORKUM,SUDWEST-FRYSLAN,Rooms-Katholiek,515542553, ,Noord
Friesland,41000,06QK,06QK00,Daltonschool Sint Jozef,Markerstraat,9,8531 KM,LEMMER,DE FRYSKE MARREN,Rooms-Katholiek,514562559,www.daltonlemmer.nl,Noord
Friesland,41000,06RQ,06RQ00,Rooms Katholieke Basisschool De Kabas,Tuinen,28,8801 VW,FRANEKER,WAADHOEKE,Rooms-Katholiek,517392219,www.kabas.nl,Noord
Friesland,41000,06SC,06SC00,Kardinaal de Jongschool,Bramerduinenpad,10,9163 KG,NES GEM AMELAND,AMELAND,Rooms-Katholiek,519542358, ,Noord
Friesland,41000,06UB,06UB00,Jenaplan Basisschool de Opbouw,Burg Praamsmalaan,34,8701 AP,BOLSWARD,SUDWEST-FRYSLAN,Algemeen bijzonder,515575856, ,Noord
Friesland,41000,07OT,07OT00,St Mattheus,Uilke Boonstralaan,32,8501 EC,JOURE,DE FRYSKE MARREN,Rooms-Katholiek,513412875,www.mattheusjoure.nl,Noord
Friesland,41000,07PR,07PR00,Rooms Katholieke Basisschool St Jozef,Van Dekemalaan,2,8442 BC,HEERENVEEN,HEERENVEEN,Rooms-Katholiek,513622714,www.jozefheerenveen.nl,Noord
Friesland,41000,07PV,07PV00,Rooms Katholieke Jenaplanschool St Bonifatiusschool,Kapellaan,3,9101 WB,DOKKUM,NOARDEAST-FRYSLAN,Rooms-Katholiek,519292968,www.bonischool.nl,Noord
Friesland,41000,07QV,07QV00,Rooms Katholiekek Protestants Christelijke Basisschool De Toekomst,Ageommeleane,14,8574 TN,BAKHUIZEN,DE FRYSKE MARREN,Rooms-Katholiek,514581214,www.rkpctoekomst.nl,Noord
Friesland,41000,07VT,07VT00,Basisschool De Wiekslag,Dwarswyk,346,9202 CA,DRACHTEN,SMALLINGERLAND,Rooms-Katholiek,512519890, ,Noord
Friesland,41000,07VU,07VU00,Thomas Van Aquino-School,Louw Doniastraat,1,8607 AT,SNEEK,SUDWEST-FRYSLAN,Rooms-Katholiek,515433828,www.thomasvanaquinoschool.nl,Noord
Friesland,41000,07VZ,07VZ00,Monseigneur J. Scholtens-School,Wilhelminastraat,18,8471 PK,WOLVEGA,WESTSTELLINGWERF,Rooms-Katholiek,561614014,www.mgrscholtensschool.nl,Noord
Friesland,41000,09AP,09AP00,St Bonifatius-School,Leeuwarderweg,30,8605 AH,SNEEK,SUDWEST-FRYSLAN,Rooms-Katholiek,515412719,www.bonifatiussneek.nl,Noord
Friesland,41000,09KF,09KF00,De Sprong,Idzerdastins,63,8925 AG,LEEUWARDEN,LEEUWARDEN,Rooms-Katholiek,582660779,www.rkbsdesprong.nl,Noord
Friesland,41000,09ND,09ND00,Basisschool St Gregorius,Van Der Looswei,4,8615 LV,BLAUWHUIS,SUDWEST-FRYSLAN,Rooms-Katholiek,515579262,www.gregoriusschool.nl,Noord
Friesland,41000,10FJ,10FJ00,Basisschool Sint Paulus,Julianalaan,40,8932 AB,LEEUWARDEN,LEEUWARDEN,Rooms-Katholiek,582126480,www.sintpaulusschool.nl,Noord
Friesland,41000,10YD,10YD00,Tusken de Marren,Melchior Clantstrjitte,18,8551 NL,WOUDSEND,SUDWEST-FRYSLAN,Rooms-Katholiek,514591505,www.bonifatiuswoudsend.nl,Noord
Friesland,41000,11KJ,11KJ00,Basisschool Sint Thomas,Averkampstraat,10,8916 EL,LEEUWARDEN,LEEUWARDEN,Rooms-Katholiek,582121734,www.thomasschool.nl,Noord
Friesland,41000,12FL,12FL00,Basisschool Teake Jan Roorda,Tjissema,6,9089 BG,WYTGAARD,LEEUWARDEN,Rooms-Katholiek,582551792,www.tjroordaschool.nl,Noord
Friesland,41000,16UZ,16UZ00,Sint Maarten Basisschool,Plein 1455,1,8701 EW,BOLSWARD,SUDWEST-FRYSLAN,Rooms-Katholiek,515572418,www.sint-maartenschool.nl,Noord
Friesland,41000,23EE,23EE00,De Plotter,Dollard,19,9204 CK,DRACHTEN,SMALLINGERLAND,Algemeen bijzonder,512526066,www.deplotter.com,Noord
Friesland,41000,31AG,31AG00,IKC Franciscus,Johan de Walestraat,1,8921 XB,LEEUWARDEN,LEEUWARDEN,Rooms-Katholiek,582665909,www.ikcfranciscus.nl,Noord
Friesland,41000,32DX,32DX00,Teresa,Wergeasterdyk,58,8941 ZX,LEEUWARDEN,LEEUWARDEN,Rooms-Katholiek, , ,Noord
Friesland,41039,05NJ,05NJ00,Christelijke Basisschool De Wynroas,Foarwei,23,9113 PA,WALTERSWALD,DANTUMADIEL,Protestants-Christelijk,511421013,www.pcbodantumadeel.nl,Noord
Friesland,41039,05OU,05OU00,Christelijke Basisschool It Fundamint,Offingaweg,32,9074 AK,HALLUM,NOARDEAST-FRYSLAN,Protestants-Christelijk,518431421,www.itfundamint.nl,Noord
Friesland,41039,06QO,06QO00,Christelijke Basisschool De Ikker,Farrewei,16-A,9171 LM,BLIJE,NOARDEAST-FRYSLAN,Protestants-Christelijk,519561247, ,Noord
Friesland,41039,06SN,06SN00,Christelijke Basisschool De Tarissing,Tjaerdawei,42-A,9105 KG,RINSUMAGEAST,DANTUMADIEL,Protestants-Christelijk,511421252,www.pcbodantumadeel.nl,Noord
Friesland,41039,06TC,06TC00,Christelijke Basisschool De Wel,Kavelwei,13-A,9108 MC,BROEKSTERWALD,DANTUMADIEL,Protestants-Christelijk,511421377,www.pcbodantumadeel.nl,Noord
Friesland,41039,07JE,07JE00,De Boustien,Sportloane,2-A,9271 VN,DE WESTEREEN,DANTUMADIEL,Protestants-Christelijk,511447376,deboustien.pcbodantumadiel.nl,Noord
Friesland,41039,07ME,07ME00,Christelijke Basisschool Op Streek,De Streek,4,9172 NJ,FERWERT,NOARDEAST-FRYSLAN,Protestants-Christelijk,518411229,www.opstreek.nl,Noord
Friesland,41039,08BI,08BI00,De Welle,Schoolstraat,10,9111 HH,BURDAARD,NOARDEAST-FRYSLAN,Protestants-Christelijk,519332525, ,Noord
Friesland,41039,08LZ,08LZ00,Christelijke Basisschool Aasterage,Ringweg,26,9073 HH,MARRUM,NOARDEAST-FRYSLAN,Protestants-Christelijk,518411410, ,Noord
Friesland,41039,09MP,09MP00,CBS De Sprankeling,Badhuswei,31-D,9104 DX,DAMWALD,DANTUMADIEL,Protestants-Christelijk,511233213,www.pcbodantumadiel.nl,Noord
Friesland,41039,10YS,10YS00,Christelyke Basisschool de Frissel,De Wylgen,1,9269 SN,FEANWALDEN,DANTUMADIEL,Protestants-Christelijk,511474700, ,Noord
Friesland,41282,03XC,03XC00,Protestants Christelijke Basisschool De Wegwijzer,Paulus Potterstraat,13-B,8471 VM,WOLVEGA,WESTSTELLINGWERF,Protestants-Christelijk,561614688,www.de-wegwijzer.nl,Noord
Friesland,41282,04RK,04RK00,Basisschool De Laweij,Laweijstraat,10,8433 KG,HAULERWIJK,OOSTSTELLINGWERF,Protestants-Christelijk,516438150,www.bsdelaweij.nl,Noord
Friesland,41282,04VG,04VG00,Samenwerkingsschool De Nijewier,it Hiem,5,8458 CA,TJALLEBERD,HEERENVEEN,Protestants-Christelijk,513704900,www.swsdenijewier.nl,Noord
Friesland,41282,05MA,05MA00,Christelijke Basisschool De Mandebrink,Steegde,29,8426 BZ,APPELSCHA,OOSTSTELLINGWERF,Protestants-Christelijk,516432355,www.cbsmandebrink.nl,Noord
Friesland,41282,05YL,05YL00,Christelijke Basisschool De Paadwizer,Willem Kroezestraat,6-B,8434 NN,WASKEMEER,OOSTSTELLINGWERF,Protestants-Christelijk,516421075,www.cbsdepaadwizer.nl,Noord
Friesland,41282,06NI,06NI00,Pc Bso De Adelaar,Heerenveenseweg,36,8471 BG,WOLVEGA,WESTSTELLINGWERF,Protestants-Christelijk,561613817,www.de-adelaar.nl,Noord
Friesland,41282,08AG,08AG00,Meester S Wybrandisch,Schoterlandseweg,19,8413 NM,OUDEHORNE,HEERENVEEN,Protestants-Christelijk,513542300,www.meesterswijbrandischool.nl,Noord
Friesland,41282,09LK,09LK00,Christelijke Basisschool In De Kring,Boekhorsterweg,15,8431 CW,OOSTERWOLDE FR,OOSTSTELLINGWERF,Protestants-Christelijk,516512452,www.indekring.nl,Noord
Friesland,41282,10GM,10GM00,Christelijke Basisschool De Akker,Rijweg,59,8431 KH,OOSTERWOLDE FR,OOSTSTELLINGWERF,Protestants-Christelijk,516512624,www.akkeroosterwolde.nl,Noord
Friesland,41385,04AW,04AW00,Neutraal Bijzondere Basisschool De Barte,Nicolaaswei,10,8584 VW,HEMELUM,SUDWEST-FRYSLAN,Algemeen bijzonder,514581681,www.nijegaast.nl/barte,Noord
Friesland,41385,04NA,04NA00,"Algemeen Bijzondere basisschool ""de Fluessen""",Aldewei,37,8582 KX,OUDEGA DE FRYSKE MARREN,DE FRYSKE MARREN,Protestants-Christelijk,514603832,www.nijegaast.nl/fluessen,Noord
Friesland,41385,05LP,05LP00,Christelijke Basisschool de Bolster,Wikelerdyk,14,8561 BE,BALK,DE FRYSKE MARREN,Protestants-Christelijk,514602052,www.nijegaast.nl/bolster,Noord
Friesland,41385,05RM,05RM00,Christelijke Basisschool de Ferbining,Lyklamawei,25,8566 JH,NIJEMIRDUM,DE FRYSKE MARREN,Protestants-Christelijk,514571888,www.nijegaast.nl/ferbining,Noord
Friesland,41385,05TH,05TH00,Chr Basisschool de Klinkert,Wijckelerweg,172,8556 XB,SLOTEN,DE FRYSKE MARREN,Protestants-Christelijk,514531480,www.nijegaast.nl/klinkert,Noord
Friesland,41385,05TM,05TM00,Chr Basissch De Skutslus,Voorstraat,7,8715 HW,STAVOREN,SUDWEST-FRYSLAN,Protestants-Christelijk,514681919,www.nijegaast.nl/skutslus,Noord
Friesland,41385,06QN,06QN00,Ontmoetingsschool De Klimbeam,'t Heale Paed,1,8723 AG,KOUDUM,SUDWEST-FRYSLAN,Protestants-Christelijk,514522194,www.nijegaast.nl/deklimbeam,Noord
Friesland,41385,06UN,06UN00,Christelijk Basisonderwijs De Walikker,Jan Schotanuswei,44-A,8567 LC,OUDEMIRDUM,DE FRYSKE MARREN,Protestants-Christelijk,514571472,www.nijegaast.nl/walikker,Noord
Friesland,41385,10IC,10IC00,It Finster,Weverswei,3-C,8711 GP,WORKUM,SUDWEST-FRYSLAN,Protestants-Christelijk,515542224,www.nijegaast.nl/finster,Noord
Friesland,41419,04MS,04MS00,Christelijke Basisschool Nijdjip,Jongema,4,9001 LA,GROU,LEEUWARDEN,Protestants-Christelijk,566622267,www.nijdjip-grou.nl,Noord
Friesland,41419,05UW,05UW00,Doarpsskoalle Wurdum,Theodorus Beekhuisstr,2,9088 AS,WIRDUM FR,LEEUWARDEN,Protestants-Christelijk,582551456,www.cbsdearke.nl,Noord
Friesland,41419,09UD,09UD00,IKC De Sprankel,Felixwei,17,9051 KE,STIENS,LEEUWARDEN,Protestants-Christelijk,582571225,www.cbsdesprankerl.nl,Noord
Friesland,41419,12QC,12QC00,IKC Johan Willem Friso,Carel Fabritiusstraat,21,8932 HN,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582127623,www.ikcjohanwillemfriso.nl,Noord
Friesland,41419,13IR,13IR00,IKC Willem Alexander,Keizerskroon,86-A,8935 LW,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582880073,www.alexanderschool.nl,Noord
Friesland,41419,14QA,14QA00,IKC Alexia,Idzerdastins,61,8925 AG,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582661521,vwvw.ikc-alexia.nl,Noord
Friesland,41419,15AH,15AH00,IKC Prins Constantijn,Willem Sprengerstraat,77,8922 BS,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582136248,www.pcslwd.nl,Noord
Friesland,41419,15BD,15BD00,CBS Dominee Hasperschool,De Stringen,3,8491 HA,AKKRUM,HEERENVEEN,Protestants-Christelijk,566651464,www.hasperschool.nl,Noord
Friesland,41419,15IV,15IV00,IKC Prins Maurits,Brandemeer,1,8918 GE,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582663559,www.ikcprinsmaurits.nl,Noord
Friesland,41419,15NV,15NV00,IKC Albertine Agnes,Euterpestraat,28-1,8915 BB,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582136282,https://www.ikc-albertineagnes.nl/,Noord
Friesland,41419,15QK,15QK00,IKC Koningin Wilhelmina,Fonteinstraat,16,8913 CX,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582137355,pcbowilhelminaschool.nl,Noord
Friesland,41419,15SW,15SW00,IKC De Kinderkoepel,Pieter Feddesstraat,2,8921 BR,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582137478,https://www.kinderkoepelleeuwarden.nl/,Noord
Friesland,41419,27NL,27NL00,IKC Maxima,Glinswei,4,8939 CB,LEEUWARDEN,LEEUWARDEN,Protestants-Christelijk,582880842,www.ikcmaxima.nl,Noord
Friesland,41492,10DE,10DE00,ibs 't Pompebl���d,Sportloane,2,9271 VN,DE WESTEREEN,DANTUMADIEL,Openbaar,511443000,www.ibsitpompebled.nl,Noord
Friesland,41492,10LV,10LV00,Gearwurkingsskoalle de W���ldiik,Domela Nieuwenhuisstr,53,9233 KN,BOELENSLAAN,ACHTKARSPELEN,Openbaar,512342678,www.dewaldiik.nl,Noord
Friesland,41492,10UW,10UW00,Dr Theun de Vriesskoalle,Johannes Prinsstrjitte,30,9269 NZ,FEANWALDEN,DANTUMADIEL,Openbaar,511475554,www.obsdrtheundevries.nl,Noord
Friesland,41492,11BF,11BF00,Basisschool de Mienskip,Groenkamp,3,9285 SZ,BUITENPOST,ACHTKARSPELEN,Openbaar,511542021,www.demienskip.nl,Noord
Friesland,41492,11UM,11UM00,Dr. J. Botkeschool,Badhuswei,31-C,9104 DX,DAMWALD,DANTUMADIEL,Openbaar,511421750, ,Noord
Friesland,41492,11ZI,11ZI00,It Holdersnest,Homear,1,9281 LN,HARKEMA,ACHTKARSPELEN,Openbaar,512362846,www.holdersnest.nl,Noord
Friesland,41492,12IS,12IS00,De Balkwar,Swanneblom-strjitte,11,9288 AB,KOOTSTERTILLE,ACHTKARSPELEN,Openbaar,512331818,www.debalkwar.nl,Noord
Friesland,41492,12NT,12NT00,Burgerschool,Olivier van Keulenlaan,16,9101 VR,DOKKUM,NOARDEAST-FRYSLAN,Openbaar,519292570,burgerschool-dokkum.nl,Noord
Friesland,41492,12RC,12RC00,It Skriuwboerd,B Jacobus Schurerwg,14,9231 CE,SURHUISTERVEEN,ACHTKARSPELEN,Openbaar,512368530,www.skriuwboerd.nl,Noord
Friesland,41492,12VU,12VU00,Nynke van Hichtumschool,Aalscholver,2,9101 XN,DOKKUM,NOARDEAST-FRYSLAN,Openbaar,519292491,www.nvh-dokkum.nl,Noord
Friesland,41492,13BT,13BT00,sls de tijstream,De Morgenzon,5-C,9151 KM,HOLWERT,NOARDEAST-FRYSLAN,Openbaar,519562481, ,Noord
Friesland,41492,13JP,13JP00,It Twaspan,Skoalstrjitte,4,9287 LV,TWIJZELERHEIDE,ACHTKARSPELEN,Openbaar,511443128,www.obstwaspan.nl,Noord
Friesland,41492,18IY,18IY00,Openbare Basisschool Prof Casimir,Tsjerk Hiddesstraat,4-B,9291 AX,KOLLUM,NOARDEAST-FRYSLAN,Openbaar,511451727,www.profcasimir.nl,Noord
Friesland,41573,14BO,14BO00,De Optimist,Barten,11,8447 BS,HEERENVEEN,HEERENVEEN,Openbaar,513627552,www.deoptimist.frl,Noord
Friesland,41573,14EP,14EP00,V Maasdijkschool,Van Beijma Thoe Kingmawg,1,8441 CP,HEERENVEEN,HEERENVEEN,Openbaar,513653721,www.vanmaasdijkschool.nl,Noord
Friesland,41573,14JW,14JW00,Ekke de Haanschool,Zegge,2,8446 CL,HEERENVEEN,HEERENVEEN,Openbaar,513624386,www.ekkedehaan.nl,Noord
Friesland,41573,14ML,14ML00,Obs Het  Vogelnest,Tureluurstraat,20,8446 HM,HEERENVEEN,HEERENVEEN,Openbaar,513628930,www.hetvogelnest.frl,Noord
Friesland,41573,14QR,14QR00,Twa Fjilden,Koningin Julianalaan,3,8501 HL,JOURE,DE FRYSKE MARREN,Openbaar,513413632,www.twafjilden.nl,Noord
Friesland,41573,14YF,14YF00,OBS Route 0513,Veluwelaan,47,8443 AJ,HEERENVEEN,HEERENVEEN,Openbaar,513631948,www.obsroute0513.nl,Noord
Friesland,41573,15AZ,15AZ00,Westermarskoalle,E A Borgerstraat,23,8501 NC,JOURE,DE FRYSKE MARREN,Openbaar,513413906,www.westermarskoalle.nl,Noord
Friesland,41573,15GC,15GC00,Bernesintrum Aldeboarn,Tsjerkebuorren,10,8495 KH,ALDEBOARN,HEERENVEEN,Openbaar,566631285,www.bernesintrum-aldeboarn.nl,Noord
Friesland,41573,15IB,15IB00,It B���tenplak,Aise Bruggenswei,2,8412 SW,HOORNSTERZWAAG,HEERENVEEN,Openbaar,516462415,www.itbutenplak.nl,Noord
Friesland,41573,15KU,15KU00,De Feart,Wolfsklauw,26,8411 RC,JUBBEGA,HEERENVEEN,Openbaar,516461753,www.de-feart.nl,Noord
Friesland,41573,15OK,15OK00,OBS Akkrum,De Stringen,1,8491 HA,AKKRUM,HEERENVEEN,Openbaar,566651687,www.obsakkrum.nl,Noord
Friesland,41573,15OR,15OR00,De Ynset,Binnendyk,24,8461 LD,ROTTUM FR,DE FRYSKE MARREN,Openbaar,513551666,www.de-ynset.nl,Noord
Friesland,41573,15PW,15PW00,Compagnonsschool,Ds Veenweg,10-A,8456 HR,DE KNIPE,HEERENVEEN,Openbaar,513688766,www.compagnonsschool.nl,Noord
Friesland,41573,15QY,15QY00,De Schakel,Prinses Marijkeweg,7-A,8463 VJ,ROTSTERHAULE,DE FRYSKE MARREN,Openbaar,513552022,www.deschakelrotsterhaule.nl,Noord
Friesland,41573,15SG,15SG00,Tjongerschool,Schoterlandseweg,95,8454 KD,MILDAM,HEERENVEEN,Openbaar,513633100,www.tjongerschool.nl,Noord
Friesland,41573,15UN,15UN00,Sevenaerschool,Schoterlandseweg,103,8414 LR,NIEUWEHORNE,HEERENVEEN,Openbaar,513541308,www.sevenaer.nl,Noord
Friesland,41573,15WU,15WU00,Albertine Agnesschool,Van Leeuwenhoekweg,8,8451 CN,OUDESCHOOT,HEERENVEEN,Openbaar,513636476,www.alb-agnes.nl,Noord
Friesland,41573,15XX,15XX00,Tryegeaster Honk,Jetze Veldstraweg,49,8513 CK,OUWSTERHAULE,DE FRYSKE MARREN,Openbaar,513551027,www.trijegeasterhonk.nl,Noord
Friesland,41573,15ZX,15ZX00,De Brege,Trijegea,16,8517 HZ,SCHARSTERBRUG,DE FRYSKE MARREN,Openbaar,513415349,www.obsdebrege.nl,Noord
Friesland,41573,16CZ,16CZ00,Basisschool 't Swannestee,Tsjillanleane,32,8525 GR,LANGWEER,DE FRYSKE MARREN,Openbaar,513499375,www.obstswannestee.nl,Noord
Friesland,41573,27RK,27RK00,o.b.s. Het Slingertouw,Schoterplein,29,8448 RP,HEERENVEEN,HEERENVEEN,Openbaar,513633140,www.obshetslingertouw.nl,Noord
Friesland,41631,12NL,12NL00,OBS De Aventurijn,Kerkeweg,10,8485 JJ,MUNNEKEBUREN,WESTSTELLINGWERF,Openbaar,561481900,www.obsdeaventurijn.nl,Noord
Friesland,41631,12RF,12RF00,Skoalle De D���nwizer,Mjumster Wei,12,9243 SJ,BAKKEVEEN,OPSTERLAND,Openbaar,516541777,www.oanrin.nl,Noord
Friesland,41631,12VM,12VM00,Basisschool Dorpsschool de Blesse,Meidoornstraat,33,8397 GV,DE BLESSE,WESTSTELLINGWERF,Openbaar,561441806,www.obsdeblesse.nl,Noord
Friesland,41631,12YL,12YL00,Kindcentrum De Finne,Fockema Andreaelaan,94,9244 BB,BEETSTERZWAAG,OPSTERLAND,Openbaar,512382290,www.kcdefinne.nl,Noord
Friesland,41631,13BL,13BL00,Dalton Basisschool de Oosterbrink,Boijlerweg,88,8392 NK,BOIJL,WESTSTELLINGWERF,Openbaar,561421677,www.deoosterbrink.nl,Noord
Friesland,41631,13DS,13DS00,Openbare Basisschool de Tjongeling,Willinge Prinsstraat,16,8421 PE,OLDEBERKOOP,OOSTSTELLINGWERF,Openbaar,516451636,www.obsdetjongeling.nl,Noord
Friesland,41631,13EI,13EI00,Basisschool de Skans,De Kolk,1-A,9249 MC,FRIESCHEPALEN,OPSTERLAND,Openbaar,512302200,www.obsdeskans.nl,Noord
Friesland,41631,13HA,13HA00,Basisschool de Velden,Zuiderweg,40-G,8391 KG,NOORDWOLDE FR,WESTSTELLINGWERF,Openbaar,561433100,www.obsdevelden.nl,Noord
Friesland,41631,13JS,13JS00,OBS De Treffer,H. Ringenoldusstrjitte,1,8401 PV,GORREDIJK,OPSTERLAND,Openbaar,513462280,www.basisschooldetreffer.nl,Noord
Friesland,41631,13OD,13OD00,Openbare Basisschool De Stelling,Oosterhuisweg,7,8423 TG,MAKKINGA,OOSTSTELLINGWERF,Openbaar,516441439,www.obsdestelling.nl,Noord
Friesland,41631,13QV,13QV00,Vensterschool Noordwolde,Mandehof,17,8391 BG,NOORDWOLDE FR,WESTSTELLINGWERF,Openbaar,561430525,www.vensterschool.net,Noord
Friesland,41631,13SJ,13SJ00,Openbare Basisschool MST. K.J. Dijkstra,Hoofdweg,31,8424 PJ,ELSLOO FR,OOSTSTELLINGWERF,Openbaar,561421250,www.mrkjdijkstraschool.nl,Noord
Friesland,41631,13SX,13SX00,School Loevestein,Berend Wapstrastrjitte,1-3,8401 NN,GORREDIJK,OPSTERLAND,Openbaar,513461557,www.schoolloevestein.nl,Noord
Friesland,41631,13UW,13UW00,Basisschool de Striepe,Hoofdweg,193,8474 CE,OLDEHOLTPADE,WESTSTELLINGWERF,Openbaar,561688500,www.obsdestriepe.nl,Noord
Friesland,41631,13YI,13YI00,Basisschool Heidepolle,Paulus Potterstraat,13,8471 VM,WOLVEGA,WESTSTELLINGWERF,Openbaar,561614262,www.heidepolle.nl,Noord
Friesland,41631,13ZL,13ZL00,Openbare Basisschool de Riemsloot,Alle Wijtzesweg,53-A,8426 CT,APPELSCHA,OOSTSTELLINGWERF,Openbaar,516432090,www.obsderiemsloot.nl,Noord
Friesland,41631,13ZW,13ZW00,Basisschool De Boge,Engbert Pierswei,2,8409 JW,HEMRIK,OPSTERLAND,Openbaar,516471400,www.deboge.nl,Noord
Friesland,41631,14BQ,14BQ00,Wolvega Zuid,Oranje Nassaulaan,51,8471 LL,WOLVEGA,WESTSTELLINGWERF,Openbaar,561615138,www.obszuid.nl,Noord
Friesland,41631,14ER,14ER00,Basisschool Tuindorp,Grote vuurvlinder,2,8472 CH,WOLVEGA,WESTSTELLINGWERF,Openbaar,561615500,www.tuindorpschool.nl,Noord
Friesland,41631,14FY,14FY00,Sk���alle it Aventoer,De Klamp,12,8404 GL,LANGEZWAAG,OPSTERLAND,Openbaar,513688555,www.skoalleitaventoer.nl,Noord
Friesland,41631,14HK,14HK00,Dorpsschool,Lijsterstraat,6,8471 DN,WOLVEGA,WESTSTELLINGWERF,Openbaar,561614664,www.dorpsschoolwolvega.nl,Noord
Friesland,41631,14IS,14IS00,Basisschool de Flecht,Buorsterwyk,36,8408 JA,LIPPENHUIZEN,OPSTERLAND,Openbaar,513463400,www.deflecht.nl,Noord
Friesland,41631,14KY,14KY00,OBS De Toekan,Weemeweg,14,8431 LV,OOSTERWOLDE FR,OOSTSTELLINGWERF,Openbaar,516514367,www.obsdetoekan.nl,Noord
Friesland,41631,14MO,14MO00,De Lamer,Hoofdweg,55,8486 GC,OLDELAMER,WESTSTELLINGWERF,Openbaar,561499135,www.obsdelamer.nl,Noord
Friesland,41631,14QI,14QI00,Openbare Buttingaschool,Buttingasingel,10,8431 AV,OOSTERWOLDE FR,OOSTSTELLINGWERF,Openbaar,516514238,www.obsbuttinga.nl,Noord
Friesland,41631,15AO,15AO00,Openbare Boekhorstschool,Boekhorsterweg,15,8431 CW,OOSTERWOLDE FR,OOSTSTELLINGWERF,Openbaar,516514232, ,Noord
Friesland,41631,15EV,15EV00,Basisschool 't Holtpad,Kerkweg,9,8475 EB,NIJEHOLTPADE,WESTSTELLINGWERF,Openbaar,561688282,www.holtpad.nl,Noord
Friesland,41631,15GH,15GH00,Basisschool 't Ambyld,Smidte,47,8407 ER,TERWISPEL,OPSTERLAND,Openbaar,513463500,www.ambyld.nl,Noord
Friesland,41631,15JD,15JD00,De Twirrewijn,Schoolstraat,15,8435 XV,DONKERBROEK,OOSTSTELLINGWERF,Openbaar,516491500,www.detwirrewyn.nl,Noord
Friesland,41631,15JO,15JO00,Basisschool De Opstekker,Breewei,6-A,8406 EE,TIJNJE,OPSTERLAND,Openbaar,513571600,www.deopstekker.nl,Noord
Friesland,41631,15KW,15KW00,De Klaeter,Jokweg,14,8394 VL,DE HOEVE,WESTSTELLINGWERF,Openbaar,561432600,www.deklaeter.nl,Noord
Friesland,41631,15LU,15LU00,Openbare Basisschool de Trede,Dorpsstraat,55,8432 PL,HAULE,OOSTSTELLINGWERF,Openbaar,516577385,www.obsdetrede.nl,Noord
Friesland,41631,15OQ,15OQ00,Skoalle De Sinnewizer,Welfingstrjitte,5,9241 GM,WIJNJEWOUDE,OPSTERLAND,"Samenwerking Opb., PC",516481666,www.desinnewizer.nl,Noord
Friesland,41693,09ED,09ED00,Op 'e Trije,Hegebeintumerdyk,16,9172 GP,FERWERT,NOARDEAST-FRYSLAN,Openbaar,518411541, ,Noord
Friesland,41693,10AA,10AA00,Basisschool Op 'e Dobbe,Finne,42,9074 AV,HALLUM,NOARDEAST-FRYSLAN,Openbaar,518431700, ,Noord
Friesland,41693,10KZ,10KZ00,Arjen Roelofsskoalle,Leijesterpaed,4,9054 KM,HIJUM,LEEUWARDEN,Openbaar,518431900,www.arjenroelofsskoalle.nl,Noord
Friesland,41693,11NM,11NM00,OBS De Jint,Plataanstrjitte,2,9051 RB,STIENS,LEEUWARDEN,Openbaar,582571898,www.dejint.nl,Noord
Friesland,41693,11YW,11YW00,Openbare Basisschool De Twilling,Ieleane,8,9051 LP,STIENS,LEEUWARDEN,Openbaar,582575998,www.detwilling.nl,Noord
Friesland,41693,13LR,13LR00,Openbare Basisschool De Steven,Noorderbolwerk,1,8801 KK,FRANEKER,WAADHOEKE,Openbaar,517391140,www.obsdesteven.nl,Noord
Friesland,41693,13QJ,13QJ00,OBS De Opslach,IJsbaanweg,4,8801 ER,FRANEKER,WAADHOEKE,Openbaar,517395110,www.deopslach.nl,Noord
Friesland,41693,14HA,14HA00,Waadwizer,Johan Roordastrjitte,41,8851 EB,TZUMMARUM,WAADHOEKE,Openbaar,518481900,www.waadwizer.nl,Noord
Friesland,41693,14XY,14XY00,Openbare Basisschool De Oanset,Peinserweg,1-B,8811 HK,RIED,WAADHOEKE,Openbaar,517269321,www.oanset.nl,Noord
Friesland,41693,18NF,18NF00,De Frije F���gel,Klaas van der Meijstr,30,9045 PZ,BITGUMMOLE,WAADHOEKE,Openbaar,582531222,https://defrijefugel.nl,Noord
Friesland,41693,18OM,18OM00,Lyts Libben,Ds H v E v Heslingastr,1,9041 EG,BERLTSUM,WAADHOEKE,Openbaar,518461736,www.obslytslibben.nl,Noord
Friesland,41693,18PT,18PT00,O.b.s. 't Fonnemint,Dordtse Straat,40,9076 CP,ST.-ANNAPAROCHIE,WAADHOEKE,Openbaar,518401129,www.fonnemint.nl,Noord
